ri1,ro1,ri2,ro2,ri3,ro3,rot1,rot2,x1
0,6,18,39,51,60,122,25,5
0,6,28,35,47,60,104,71,13
0,8,25,30,44,52,131,75,5
0,10,26,36,46,55,139,30,8
0,10,23,30,40,57,134,39,6
0,10,22,30,45,59,152,120,11
0,17,33,44,54,60,95,153,18
0,6,21,39,50,56,145,58,8
0,12,28,36,46,52,143,61,8
0,12,27,35,47,60,85,128,7
0,15,29,36,51,60,102,160,10
0,5,20,33,50,56,173,102,22
0,15,27,34,50,57,113,106,12
0,10,24,35,46,57,110,33,12
0,7,23,29,43,51,151,17,6
0,5,20,33,45,50,62,169,7
0,6,24,39,53,59,154,141,15
0,7,21,26,47,52,87,26,7
0,9,19,27,50,57,80,40,7
0,6,22,43,54,59,151,151,34
0,11,23,28,40,60,80,26,7
0,5,22,33,44,57,147,63,10
0,5,19,28,38,51,143,147,18
0,10,21,30,42,52,166,42,15
0,6,23,29,39,55,163,95,10
0,5,20,26,44,51,170,53,14
0,14,33,39,49,55,71,83,17
0,8,26,32,43,56,103,37,9
0,11,28,33,47,55,96,50,8
0,7,19,28,38,57,131,53,15
0,17,31,36,47,55,86,159,5
0,6,17,28,41,53,79,65,9
0,8,18,31,43,48,146,165,5
0,5,20,33,44,51,130,174,16
0,7,17,29,48,58,156,56,7
0,13,34,39,53,58,72,131,15
0,13,23,32,50,57,101,22,9
0,7,17,27,46,59,146,40,15
0,15,27,37,51,57,158,110,8
0,5,21,26,45,58,84,31,5
0,6,23,32,44,52,85,16,6
0,6,16,26,37,52,112,43,5
0,14,26,37,51,56,159,29,9
0,6,17,26,48,58,87,164,9
0,5,19,30,41,58,59,42,14
0,11,36,44,54,60,154,20,8
0,11,27,40,52,59,144,103,9
0,9,25,39,55,60,161,19,9
0,6,24,37,47,57,77,53,13
0,7,19,33,54,59,86,37,17
0,11,21,27,49,56,117,174,8
0,6,16,23,35,54,118,122,9
0,10,23,30,41,51,162,17,6
0,15,27,32,44,51,138,47,10
0,10,20,28,38,57,104,75,15
0,7,17,23,36,49,104,64,11
0,6,22,34,52,57,161,119,16
0,9,28,40,50,57,94,22,7
0,10,28,36,52,60,170,124,10
0,6,17,24,40,47,93,30,10
0,12,26,41,53,60,83,109,12
0,11,22,33,44,60,154,59,11
0,9,19,28,51,57,141,78,15
0,5,15,32,42,47,106,164,23
0,9,19,32,50,59,131,21,9
0,5,16,25,53,58,119,46,16
0,7,19,26,38,55,124,37,9
0,6,21,27,38,51,102,67,14
0,8,18,29,46,54,119,39,10
0,6,16,33,43,57,131,55,12
0,5,16,33,48,60,92,81,5
0,6,22,42,52,60,161,89,5
0,8,20,25,42,55,61,32,8
0,6,18,27,42,60,152,134,11
0,10,26,38,51,58,90,138,13
0,8,18,25,39,57,108,52,5
0,9,19,31,44,52,74,55,20
0,6,16,21,38,53,137,129,6
0,8,24,31,46,55,64,144,7
0,6,26,34,45,57,135,25,6
0,12,23,33,43,52,90,150,8
0,6,16,24,50,59,74,37,7
0,7,23,30,47,59,124,13,5
0,24,36,42,53,59,128,166,16
0,12,23,33,45,51,129,28,8
0,5,19,38,50,57,66,57,23
0,6,29,37,48,55,142,70,17
0,8,21,29,39,46,76,54,14
0,6,17,27,41,48,86,52,7
0,16,27,36,52,58,97,144,9
0,6,16,34,46,56,84,47,10
0,13,24,31,51,60,131,66,5
0,14,25,30,43,49,152,31,11
0,5,24,33,52,57,156,86,15
0,5,18,34,44,52,109,56,15
0,14,28,35,48,58,125,26,9
0,8,19,32,43,53,100,43,11
0,8,18,32,43,54,94,119,24
0,7,22,31,49,58,155,43,5
0,13,31,36,46,53,60,123,12
0,6,21,32,45,53,110,93,18
0,13,23,39,49,60,161,77,5
0,8,23,32,49,54,122,13,5
0,9,22,35,47,53,65,46,16
0,8,18,40,54,59,172,33,11
0,7,24,34,44,51,172,15,5
0,8,26,33,45,52,61,89,16
0,11,21,29,40,57,121,85,16
0,5,15,24,49,58,100,43,7
0,6,20,32,42,54,133,123,8
0,8,24,29,43,50,121,157,10
0,9,25,34,46,57,70,77,12
0,8,22,32,45,55,118,144,15
0,10,20,33,44,59,85,124,16
0,5,29,38,50,60,123,17,7
0,6,17,24,37,49,92,102,8
0,6,17,28,51,59,92,153,15
0,5,21,29,51,60,170,158,5
0,7,28,36,49,58,87,119,18
0,9,20,27,45,57,128,57,7
0,8,20,40,55,60,123,60,7
0,7,17,32,45,57,74,126,17
0,14,24,29,39,47,135,124,10
0,12,25,33,46,54,143,94,13
0,10,26,33,48,60,117,111,10
0,8,23,28,49,54,87,90,12
0,16,26,34,53,58,174,34,9
0,6,30,43,53,58,57,46,7
0,21,32,42,53,59,99,51,13
0,16,28,42,54,59,169,144,8
0,5,20,34,54,59,95,12,5
0,7,21,32,44,51,135,24,9
0,6,25,38,49,56,81,146,9
0,7,28,35,48,60,143,48,6
0,5,16,30,47,56,168,106,20
0,9,21,28,49,59,164,74,13
0,17,31,41,54,60,122,34,10
0,12,23,38,50,60,120,26,8
0,8,20,31,53,58,129,32,5
0,5,18,24,37,59,112,75,7
0,8,24,31,50,56,103,26,11
0,10,20,40,54,59,108,62,15
0,14,34,42,54,60,128,25,11
0,13,25,43,54,60,75,62,20
0,5,20,25,43,52,94,85,13
0,6,20,26,36,55,80,80,7
0,7,21,29,50,59,166,80,11
0,5,19,25,38,48,120,87,5
0,7,17,27,39,48,79,23,6
0,6,18,27,40,45,105,79,15
0,7,28,36,46,58,61,65,20
0,8,19,26,44,59,139,51,10
0,5,18,32,43,50,62,150,24
0,5,23,38,48,54,172,55,13
0,12,23,32,51,56,145,153,19
0,15,26,39,53,60,102,32,10
0,10,24,30,44,49,136,69,16
0,5,18,32,43,60,107,74,11
0,6,18,27,40,53,154,162,17
0,10,31,42,52,59,94,50,20
0,10,21,32,44,53,153,29,5
0,6,22,30,40,60,164,64,17
0,10,32,38,50,55,97,48,10
0,5,16,32,44,50,156,116,10
0,13,30,36,48,58,131,18,5
0,10,21,31,49,60,147,125,19
0,11,23,31,43,59,71,39,13
0,7,28,35,46,56,86,35,12
0,10,21,37,48,54,153,14,5
0,11,22,28,42,50,76,47,7
0,8,21,39,51,57,147,96,5
0,8,24,31,45,59,140,156,12
0,8,27,32,43,48,169,107,5
0,10,28,38,48,56,109,131,6
0,9,20,27,40,48,106,29,8
0,8,20,36,51,58,100,119,12
0,14,26,35,47,55,76,60,21
0,8,20,35,55,60,155,35,12
0,9,21,29,40,59,111,30,9
0,12,35,44,54,59,156,67,19
0,7,18,23,40,53,135,141,11
0,5,18,25,40,54,55,71,11
0,8,19,33,46,57,153,159,7
0,12,28,33,44,55,73,113,7
0,5,16,24,38,60,67,64,8
0,7,24,33,49,54,151,114,8
0,9,26,32,46,57,102,80,13
0,10,22,42,54,59,118,108,30
0,6,20,28,45,50,163,43,6
0,6,16,29,52,57,64,156,14
0,12,24,31,46,59,74,93,12
0,6,22,28,39,51,76,153,11
0,6,19,31,50,58,168,17,6
0,7,22,35,55,60,96,20,7
0,8,31,39,49,57,55,33,5
0,11,21,34,50,59,167,123,7
0,11,22,27,46,60,88,78,9
0,5,26,31,48,55,41,15,5
0,13,31,38,53,59,155,31,12
0,6,24,34,45,60,66,14,5
0,10,27,38,52,57,75,19,5
0,8,18,31,47,58,143,92,7
0,5,18,23,36,53,103,23,7
0,9,26,34,50,55,106,136,10
0,8,21,31,43,56,97,173,19
0,10,23,34,47,59,63,131,16
0,10,24,29,46,60,143,62,6
0,10,22,28,45,59,122,96,9
0,6,17,27,40,58,153,48,7
0,9,19,29,45,55,170,121,9
0,6,22,27,46,57,152,71,9
0,5,20,32,52,60,140,15,6
0,12,39,44,55,60,111,24,11
0,10,32,43,54,60,46,130,21
0,11,26,33,52,57,144,46,6
0,7,20,26,42,50,85,21,5
0,11,27,37,49,58,101,51,6
0,5,20,27,41,57,134,17,5
0,6,25,30,48,53,98,31,12
0,9,21,32,42,54,135,38,5
0,7,19,41,51,57,110,95,15
0,7,26,40,51,59,84,19,5
0,10,26,34,44,52,154,21,6
0,7,25,37,47,60,116,141,24
0,7,17,37,48,54,78,27,9
0,5,17,29,44,57,109,47,10
0,8,32,38,53,58,83,74,13
0,7,34,43,53,60,74,70,6
0,13,25,40,50,57,105,77,11
0,8,26,33,43,56,99,103,12
0,14,24,33,55,60,94,77,6
0,8,18,36,49,58,143,78,11
0,6,18,29,39,57,68,166,9
0,6,32,39,50,56,71,22,6
0,8,18,23,48,55,170,126,7
0,11,24,33,44,59,79,79,8
0,6,22,31,47,55,50,167,10
0,8,18,25,36,47,81,90,10
0,18,29,36,53,58,166,18,5
0,6,23,32,50,57,146,117,13
0,11,30,43,54,60,77,40,12
0,9,22,28,38,48,163,25,8
0,8,25,32,42,47,80,39,9
0,7,25,32,49,57,123,45,14
0,15,25,36,54,60,170,43,15
0,8,22,35,46,60,86,21,5
0,11,21,32,42,52,80,55,14
0,12,22,28,38,50,134,162,8
0,5,21,29,44,58,78,16,5
0,6,24,37,53,59,124,61,8
0,13,23,32,43,56,113,142,5
0,7,17,29,45,53,88,22,5
0,6,21,28,44,50,120,38,6
0,7,19,30,42,48,163,60,9
0,10,24,32,50,55,128,55,12
0,8,25,39,51,58,160,97,26
0,5,17,39,49,58,66,34,10
0,8,18,30,44,53,98,84,9
0,10,27,41,54,59,65,140,28
0,5,16,24,44,49,155,29,8
0,6,16,25,52,58,96,80,12
0,8,18,29,40,52,106,29,9
0,13,24,31,53,60,139,18,6
0,7,26,38,49,56,56,141,8
0,12,23,29,50,58,85,42,14
0,8,19,28,46,57,158,18,6
0,6,21,40,50,59,113,74,14
0,12,32,39,53,59,162,23,5
0,8,18,23,38,53,162,93,7
0,10,31,37,48,57,63,32,13
0,7,18,24,43,60,118,122,11
0,16,30,35,54,60,138,94,12
0,9,25,37,51,58,76,97,13
0,9,32,38,55,60,103,124,14
0,11,27,34,48,60,97,103,17
0,8,27,34,44,52,157,53,5
0,10,28,34,47,53,143,74,5
0,5,34,40,53,59,47,92,13
0,7,19,25,46,59,95,23,5
0,5,22,32,46,57,61,155,20
0,9,25,32,46,55,135,19,7
0,8,29,34,45,58,48,34,13
0,8,18,32,47,54,106,80,12
0,7,23,30,49,54,109,64,14
0,8,22,39,53,60,103,114,15
0,5,19,33,43,53,50,43,5
0,5,21,31,44,55,94,51,18
0,5,16,43,54,59,57,134,18
0,7,20,37,50,55,147,72,26
0,8,23,28,47,55,86,58,10
0,6,20,27,38,46,162,97,10
0,13,25,38,48,59,136,134,20
0,7,26,42,52,57,77,145,7
0,5,17,30,54,59,91,19,5
0,5,18,32,46,57,106,29,7
0,10,28,33,45,60,79,45,13
0,13,27,34,45,55,123,77,18
0,8,24,29,44,57,73,72,9
0,5,17,26,40,53,112,38,11
0,6,18,24,38,58,93,140,7
0,6,18,28,38,45,138,101,9
0,5,16,21,42,49,122,77,8
0,6,16,41,51,56,67,90,33
0,8,21,26,42,49,61,30,8
0,10,20,38,48,60,83,76,10
0,7,17,36,52,57,66,117,29
0,6,16,26,36,58,91,80,5
0,8,22,33,44,52,80,112,10
0,8,22,29,44,58,83,163,10
0,11,33,39,52,57,104,82,11
0,5,21,32,48,56,100,150,12
0,5,17,30,48,60,55,99,9
0,16,27,37,47,54,158,99,13
0,5,22,33,47,57,153,111,19
0,5,21,30,42,58,163,131,5
0,5,20,27,53,59,122,57,9
0,8,19,25,42,54,161,142,12
0,8,27,33,49,54,88,66,16
0,5,25,30,46,52,49,64,7
0,13,25,37,50,60,98,88,13
0,5,22,31,42,50,53,157,16
0,7,20,26,49,55,167,167,13
0,10,30,39,49,60,54,35,6
0,17,30,38,48,55,119,75,10
0,9,33,40,52,60,133,80,16
0,5,24,32,43,50,105,151,13
0,8,20,29,42,55,123,21,7
0,7,20,25,39,49,123,40,7
0,6,17,26,46,60,102,44,8
0,8,21,33,46,52,75,51,15
0,15,26,32,42,51,95,36,8
0,7,37,42,52,57,126,34,8
0,14,29,39,49,55,102,15,6
0,11,21,37,51,56,86,27,6
0,7,28,38,50,60,55,46,18
0,6,21,26,45,59,95,34,12
0,11,25,30,50,57,163,51,14
0,14,26,36,54,60,153,24,11
0,6,18,43,53,60,86,29,13
0,5,17,32,50,55,70,128,11
0,12,28,34,50,58,85,148,11
0,8,23,33,45,53,94,20,6
0,5,19,37,50,59,66,145,6
0,7,20,25,35,53,159,100,9
0,12,22,27,42,57,125,28,5
0,11,28,36,49,56,63,135,12
0,9,21,33,51,60,69,58,22
0,15,31,42,54,60,131,118,20
0,6,26,34,46,53,174,156,18
0,8,18,29,45,54,94,105,7
0,5,22,29,49,60,104,24,9
0,8,23,32,53,59,64,37,15
0,7,17,39,49,60,68,75,25
0,8,24,35,52,57,82,56,11
0,8,19,26,53,59,162,74,5
0,9,20,28,41,47,118,118,14
0,8,26,32,42,50,115,26,9
0,8,21,28,42,56,114,109,5
0,13,28,34,45,51,81,47,12
0,5,17,26,36,58,130,107,10
0,16,29,36,51,58,83,172,11
0,7,26,33,54,59,80,16,7
0,5,16,25,37,47,70,43,10
0,12,25,36,48,57,83,31,6
0,18,29,34,50,55,174,163,10
0,10,28,35,46,52,109,99,17
0,10,21,30,40,45,87,104,7
0,12,32,40,52,60,124,22,6
0,12,31,40,53,60,70,19,6
0,11,21,29,41,55,122,55,17
0,6,26,35,52,58,154,108,20
0,12,27,43,54,59,71,151,13
0,6,25,33,43,55,73,36,9
0,8,25,39,50,59,77,13,5
0,13,29,35,54,60,167,31,13
0,11,27,34,50,60,73,37,14
0,9,20,39,51,58,71,139,19
0,14,27,33,45,56,73,167,5
0,5,19,34,46,55,122,124,19
0,11,23,31,43,58,116,101,5
0,5,25,37,48,58,131,142,6
0,7,18,24,41,58,72,38,10
0,6,29,34,52,60,73,145,10
0,5,17,33,50,59,101,133,14
0,12,22,31,45,54,111,22,7
0,11,22,35,49,55,157,87,14
0,8,29,40,50,56,60,62,12
0,7,26,38,52,58,141,122,10
0,15,30,37,47,57,163,24,6
0,9,28,37,49,56,173,42,9
0,10,20,28,41,57,100,46,7
0,6,25,33,43,49,169,23,7
0,5,15,45,55,60,126,160,33
0,5,15,22,43,55,145,74,9
0,6,19,26,38,55,163,58,14
0,10,28,37,51,58,115,124,16
0,5,17,35,52,57,134,52,9
0,9,38,43,53,59,118,35,7
0,7,19,26,41,51,125,22,7
0,7,17,29,41,48,135,112,12
0,5,17,23,46,59,148,20,6
0,13,24,30,52,58,159,148,13
0,6,32,37,51,57,174,86,5
0,17,31,40,53,58,90,100,14
0,11,28,37,47,52,116,37,6
0,12,25,30,40,49,131,160,9
0,6,23,32,43,52,118,43,13
0,10,33,44,54,60,86,107,22
0,6,27,33,45,56,130,54,16
0,6,18,25,44,49,117,36,12
0,18,28,34,51,57,118,32,5
0,11,26,36,48,54,106,40,6
0,6,32,37,51,60,63,14,6
0,5,15,25,35,51,134,88,10
0,9,22,37,48,58,80,44,12
0,6,17,37,48,59,123,119,7
0,10,30,39,53,58,70,36,14
0,8,24,29,51,60,123,147,13
0,11,22,27,46,60,75,123,10
0,9,20,32,48,58,120,79,11
0,7,22,31,42,49,74,58,9
0,15,31,44,54,59,150,57,18
0,19,31,37,51,56,88,34,14
0,5,18,23,35,44,55,49,7
0,5,19,35,49,59,160,118,6
0,10,22,27,38,60,71,114,9
0,7,21,36,47,56,171,98,24
0,6,18,29,41,57,65,68,16
0,5,20,26,41,51,104,39,13
0,5,18,37,49,58,126,112,24
0,8,25,31,49,58,125,43,7
0,21,31,37,47,60,111,25,10
0,7,19,24,40,50,77,29,10
0,8,20,36,48,59,148,33,13
0,5,26,32,53,58,132,59,15
0,8,29,34,46,56,156,45,7
0,11,25,36,53,58,104,68,9
0,14,27,36,51,57,107,89,10
0,7,26,36,46,51,161,125,12
0,14,26,37,49,56,121,25,8
0,9,21,30,43,54,76,57,11
0,7,17,23,37,60,138,160,6
0,8,18,32,47,53,100,89,24
0,14,28,33,44,55,121,30,7
0,10,21,29,44,59,105,27,9
0,10,22,28,40,57,73,81,14
0,9,23,34,49,55,158,15,6
0,5,20,28,40,49,101,120,6
0,15,26,35,49,59,90,30,6
0,11,31,39,52,60,146,90,8
0,6,16,40,53,60,127,136,26
0,5,20,28,51,59,142,45,13
0,8,21,36,48,56,98,30,5
0,10,29,38,55,60,62,84,18
0,5,24,33,48,57,93,37,9
0,8,23,36,47,53,117,24,6
0,6,27,32,43,51,137,52,7
0,19,29,34,49,57,158,17,5
0,8,24,34,53,59,112,45,6
0,12,24,31,45,59,159,17,5
0,6,22,29,47,53,102,56,7
0,15,28,33,46,60,80,150,14
0,11,29,42,52,58,145,37,7
0,5,16,24,38,55,129,47,8
0,7,20,28,50,57,100,166,12
0,10,29,36,49,55,86,40,9
0,13,25,35,45,56,108,75,5
0,5,25,39,52,57,118,130,7
0,13,28,37,52,57,111,18,7
0,5,18,43,55,60,105,161,33
0,5,16,22,55,60,143,16,5
0,8,26,37,48,56,106,29,8
0,6,22,28,40,54,67,136,13
0,7,19,35,47,54,119,112,8
0,7,26,36,46,58,106,32,9
0,11,33,41,53,58,153,138,8
0,6,17,25,41,60,145,137,12
0,6,23,39,50,57,163,99,23
0,6,20,25,38,51,140,19,5
0,10,21,33,44,53,85,112,15
0,10,22,28,39,48,96,67,6
0,5,31,44,54,60,113,71,12
0,10,22,29,46,57,100,173,13
0,6,19,24,36,60,82,100,10
0,9,25,34,47,58,76,15,6
0,12,26,31,51,56,170,114,13
0,8,30,36,47,53,106,16,5
0,6,21,29,45,55,157,85,9
0,15,29,41,53,59,148,15,5
0,14,26,33,49,57,102,22,9
0,7,19,32,47,56,118,70,18
0,6,21,32,51,56,142,44,7
0,7,20,33,52,60,98,31,5
0,6,21,41,51,59,82,126,7
0,11,31,37,47,59,88,69,18
0,7,26,35,45,53,121,48,6
0,7,18,24,39,50,62,99,5
0,5,21,28,44,56,104,41,7
0,5,20,36,52,58,58,122,17
0,19,32,40,52,59,133,37,14
0,5,22,37,47,54,162,113,8
0,5,26,33,51,56,126,23,7
0,8,27,43,53,58,81,53,7
0,8,21,26,48,60,172,33,9
0,16,29,34,51,56,90,34,11
0,12,31,39,53,58,156,63,9
0,6,17,35,54,59,111,43,10
0,12,23,29,46,59,119,50,9
0,9,20,29,39,59,158,90,16
0,10,23,30,53,59,140,95,11
0,19,34,40,50,56,166,97,16
0,5,20,36,49,56,153,65,15
0,5,16,21,39,57,97,25,7
0,5,20,40,54,59,147,62,18
0,12,23,29,53,58,130,24,6
0,8,18,36,54,59,128,144,26
0,15,27,32,42,58,122,95,7
0,5,16,28,50,59,99,101,13
0,12,35,41,53,58,113,144,14
0,5,19,28,41,55,163,137,13
0,8,22,37,47,54,82,150,9
0,8,24,31,47,54,103,13,5
0,14,26,33,49,54,162,43,17
0,13,23,36,49,60,87,138,20
0,13,29,34,46,53,150,145,5
0,9,27,32,44,54,105,166,15
0,7,20,28,43,48,80,148,15
0,11,24,35,49,57,125,132,19
0,11,21,35,45,51,99,86,6
0,12,27,38,48,53,134,158,15
0,5,19,26,38,52,113,79,12
0,5,18,35,50,56,110,25,5
0,6,24,35,46,57,68,80,12
0,18,31,37,49,60,152,163,12
0,12,23,40,50,58,131,108,15
0,7,23,30,45,55,168,40,13
0,7,30,42,53,60,123,62,19
0,7,20,36,51,59,99,139,24
0,8,22,29,41,55,94,130,11
0,6,23,30,43,52,85,36,6
0,7,18,36,52,59,112,134,5
0,9,22,33,46,56,165,64,20
0,12,27,34,47,55,122,46,8
0,6,18,36,48,55,116,43,9
0,6,16,24,50,60,104,20,8
0,5,17,35,50,58,169,96,22
0,6,16,32,47,60,76,121,16
0,13,24,32,44,54,158,42,9
0,8,31,38,52,60,107,39,5
0,9,21,27,43,53,65,131,5
0,5,19,31,48,56,147,52,10
0,5,16,25,35,57,119,79,17
0,13,26,36,48,55,85,170,16
0,5,17,35,55,60,53,79,27
0,17,27,35,45,52,115,68,14
0,12,24,40,53,59,89,133,21
0,7,23,28,42,50,128,53,11
0,8,22,28,49,55,165,72,6
0,7,18,25,40,48,137,48,7
0,9,20,28,38,58,136,171,5
0,5,21,37,50,59,141,149,11
0,9,27,32,51,60,121,150,7
0,7,17,35,51,59,162,76,16
0,14,26,33,44,55,79,157,17
0,13,26,35,48,60,109,124,13
0,6,17,23,43,56,102,102,12
0,5,17,26,48,53,93,71,13
0,10,22,29,48,56,141,55,11
0,6,29,34,48,60,57,54,14
0,14,31,41,51,58,170,28,7
0,11,25,32,46,53,113,13,5
0,8,25,36,51,60,140,82,15
0,10,22,27,53,58,70,26,11
0,13,27,32,46,58,134,61,9
0,5,30,42,54,60,54,37,17
0,7,23,28,38,55,118,89,12
0,6,19,30,40,56,99,33,11
0,5,18,30,43,57,124,23,8
0,7,23,33,45,52,103,53,10
0,6,24,38,52,58,121,163,23
0,5,21,26,42,56,113,90,11
0,5,29,44,54,60,111,14,5
0,11,22,29,55,60,159,33,11
0,10,24,34,47,58,104,15,6
0,5,18,24,35,45,84,77,6
0,5,16,27,40,59,147,35,6
0,10,20,30,48,57,118,71,16
0,6,18,29,44,52,69,127,16
0,8,27,32,43,59,167,43,9
0,7,26,31,54,60,136,64,6
0,7,33,43,55,60,53,71,14
0,15,27,42,52,57,120,139,16
0,7,22,30,46,55,74,108,10
0,10,26,33,45,53,171,138,6
0,7,18,25,35,45,85,158,11
0,8,24,33,49,55,93,28,8
0,9,20,31,53,58,149,20,7
0,12,23,41,51,58,109,62,20
0,10,21,28,42,60,164,14,5
0,19,35,43,54,59,75,41,7
0,10,25,36,52,58,88,79,16
0,13,24,36,48,54,135,70,17
0,10,22,33,45,57,80,13,5
0,7,18,24,45,53,122,142,9
0,9,19,32,47,53,78,24,9
0,6,28,41,53,60,81,69,26
0,16,26,31,48,60,169,64,5
0,5,29,39,51,57,99,92,21
0,8,21,30,41,60,66,76,13
0,8,25,34,47,56,152,38,15
0,7,24,33,55,60,61,111,13
0,7,25,34,45,52,63,146,17
0,8,18,29,41,49,143,72,14
0,12,24,32,49,58,113,54,9
0,5,26,41,53,58,145,84,24
0,11,21,32,52,57,132,131,11
0,5,23,30,43,53,113,44,15
0,7,21,34,46,55,134,143,21
0,6,21,35,52,57,55,76,10
0,7,18,30,47,58,84,58,17
0,5,30,35,45,52,88,170,15
0,5,29,35,47,60,154,101,11
0,15,29,38,49,54,136,68,14
0,7,26,31,44,59,173,77,14
0,8,18,25,35,52,162,56,8
0,5,16,26,48,53,106,43,8
0,10,25,36,47,56,89,41,16
0,9,24,36,55,60,112,84,10
0,12,26,33,52,60,127,110,10
0,6,18,33,46,52,76,109,9
0,13,24,36,46,54,132,68,22
0,12,27,40,51,56,102,172,5
0,5,17,34,44,52,149,59,19
0,10,21,32,45,59,110,42,8
0,9,21,39,52,57,91,106,17
0,16,31,36,50,55,148,29,5
0,7,33,39,53,59,136,168,10
0,9,24,29,40,60,78,65,9
0,6,25,34,48,58,67,127,10
0,9,31,38,49,55,122,44,11
0,12,26,33,43,51,122,36,7
0,7,21,35,50,56,79,49,15
0,5,21,26,37,53,118,63,13
0,5,22,28,46,56,127,24,9
0,7,22,27,40,50,91,36,10
0,17,33,38,51,56,129,155,9
0,10,20,32,42,55,155,145,12
0,7,19,33,43,57,111,57,17
0,6,16,21,32,60,77,33,5
0,6,17,31,46,58,161,58,5
0,13,24,33,44,50,160,132,16
0,5,23,34,50,59,155,60,12
0,7,19,36,55,60,160,52,8
0,11,32,43,53,58,88,81,5
0,16,26,37,50,58,95,65,11
0,14,26,33,54,60,163,43,5
0,8,21,30,47,58,58,142,13
0,5,15,22,50,59,92,14,6
0,5,24,30,48,57,93,51,10
0,5,19,26,50,55,141,147,15
0,5,24,29,49,59,141,25,10
0,12,23,30,49,57,129,41,13
0,9,22,27,37,59,108,35,8
0,5,15,21,36,44,87,28,6
0,6,17,32,43,56,141,43,6
0,9,24,34,45,54,64,37,5
0,12,24,42,52,57,129,83,13
0,5,23,35,46,55,152,152,6
0,10,22,33,45,52,93,33,9
0,10,21,28,43,53,132,46,5
0,14,25,34,45,50,96,43,8
0,8,24,37,49,57,74,21,6
0,6,28,36,47,53,122,32,11
0,19,31,37,48,57,98,46,7
0,5,19,27,52,57,56,59,12
0,5,16,22,40,50,84,28,9
0,5,16,33,44,58,61,68,8
0,9,23,33,48,60,83,27,11
0,5,16,26,37,57,132,17,5
0,8,26,41,53,59,135,56,15
0,6,19,29,46,51,79,47,9
0,8,23,28,49,55,58,20,7
0,5,31,38,54,59,32,49,6
0,6,31,36,46,60,64,54,7
0,5,26,32,46,60,123,120,16
0,9,30,37,47,54,108,16,5
0,7,23,31,43,57,142,65,8
0,13,24,39,52,59,115,138,22
0,13,25,33,50,55,74,94,9
0,5,16,30,42,49,111,132,23
0,6,16,28,42,56,96,66,14
0,6,27,32,49,60,125,20,6
0,8,20,25,36,53,105,23,5
0,16,29,37,50,59,103,40,13
0,9,19,24,46,59,151,43,7
0,5,27,37,54,60,135,40,6
0,6,16,28,39,54,137,117,16
0,12,24,32,50,56,82,16,6
0,7,17,24,34,53,99,173,8
0,8,18,26,41,49,107,49,14
0,15,33,38,53,58,92,33,5
0,8,25,34,49,57,165,112,13
0,8,18,29,39,60,105,20,6
0,6,18,27,37,56,166,172,12
0,16,31,36,50,57,99,17,5
0,8,18,42,52,59,84,86,24
0,6,16,22,32,55,89,100,8
0,5,20,31,44,58,99,85,19
0,10,20,39,49,58,116,33,9
0,9,27,33,43,55,162,94,5
0,5,16,42,53,60,147,158,12
0,5,19,28,43,50,57,91,15
0,6,18,36,48,58,62,57,8
0,10,24,36,46,54,125,33,10
0,10,25,35,48,60,76,18,7
0,6,21,26,47,59,63,41,12
0,6,18,30,44,54,95,48,8
0,5,15,20,41,51,161,63,11
0,9,21,33,47,58,111,29,11
0,17,33,42,52,58,167,71,17
0,9,22,32,51,57,102,97,10
0,6,20,34,46,52,92,112,18
0,6,18,32,42,49,58,153,16
0,5,16,22,36,44,77,102,6
0,14,32,41,53,58,99,106,19
0,19,29,36,50,59,126,94,14
0,8,21,29,53,60,93,19,8
0,16,32,38,48,54,154,34,13
0,5,19,24,42,53,102,20,6
0,7,28,33,53,58,68,138,5
0,6,21,26,36,54,155,37,6
0,15,29,41,53,59,161,28,12
0,14,31,36,46,53,123,139,14
0,6,18,34,50,55,98,126,7
0,5,19,42,55,60,80,80,27
0,9,23,34,45,56,102,35,9
0,5,16,26,43,51,153,30,11
0,6,19,24,37,57,119,24,5
0,5,27,40,53,60,121,110,22
0,7,18,38,52,59,64,162,12
0,8,21,30,41,47,110,49,14
0,21,32,39,53,59,150,29,6
0,13,29,36,48,55,149,36,5
0,12,22,34,44,54,154,74,11
0,9,22,32,55,60,152,81,7
0,9,21,28,47,55,71,17,5
0,10,20,27,48,56,109,65,14
0,11,23,31,43,58,115,97,13
0,7,18,40,50,59,105,75,27
0,7,19,28,51,60,62,84,7
0,9,20,28,51,60,158,38,7
0,6,22,29,42,47,85,51,11
0,6,20,33,43,54,98,35,10
0,5,18,27,50,56,136,102,9
0,9,22,34,46,60,171,24,5
0,5,19,34,48,60,74,35,14
0,17,28,38,48,54,138,27,6
0,7,22,28,47,56,165,66,7
0,6,19,32,44,55,164,34,5
0,7,21,26,47,57,140,88,10
0,6,19,28,46,51,89,42,14
0,22,37,44,55,60,121,42,13
0,6,29,42,54,59,132,78,22
0,11,27,32,42,56,104,126,10
0,6,20,37,47,52,118,162,6
0,6,21,27,38,53,172,77,5
0,10,21,35,48,56,73,19,7
0,9,24,42,52,58,167,109,32
0,10,23,29,40,46,173,58,14
0,8,22,30,54,59,131,37,15
0,13,26,32,46,54,107,122,14
0,5,23,28,44,54,99,129,7
0,8,36,41,54,60,68,113,8
0,5,31,36,52,59,98,108,12
0,7,25,37,47,56,44,40,15
